name,latitude,longitude,cuisine,phone,website,opening_hours,street,house_number,city,amenity,brand,operator,category
Molé,40.7188464,-73.9635537,mexican,,https://www.molenyc.com/,Su 12:00-23:00; Mo 16:00-23:00; Tu-Fr 12:00-24:00; Sa 12:00-24:00,Kent Avenue,178,Brooklyn,restaurant,,,restaurant
Dokébi,40.7142048,-73.9602838,,,,,Grand Street,199,Brooklyn,restaurant,,,restaurant
Kabob Shack,40.7107181,-73.9582427,,,,,,,,restaurant,,,restaurant
Nice Matin,40.783395,-73.9784022,french,,https://nicematinnyc.com/,,,,,restaurant,,,restaurant
Limosneros,40.7113992,-73.9510101,mexican,+1 934-867-9358,https://limosnerosbk.com,,Union Avenue,366,,restaurant,,,restaurant
Polash,40.799638,-73.9385346,indian,+1-212-410-0276,,,3rd Avenue,2179,New York,restaurant,,,restaurant
Ashbox Cafe,40.7377801,-73.955195,japanese,,https://instagram.com/ashboxcafe,Mo-Sa 10:00-16:00,,,,restaurant,,,restaurant
Lighthouse,40.7108493,-73.9537084,,,https://www.lighthousebk.com,,Borinquen Place,145,,restaurant,,,restaurant
Briciola Pizza Bar,40.7290902,-74.0034181,pizza,+1-646-630-8317,,,Bedford Street,14,,restaurant,,,restaurant
Layla Jones,40.6866581,-73.9939917,"pizza, italian",+1-718-624-2361,http://laylajones.com,Mo-Tu 11:00-22:00; We-Sa 11:00-23:00; Su 11:00-23:00,,,,restaurant,,,restaurant
Mama Carmela's Pizza,40.760139,-73.9073114,pizza,,,,,,,restaurant,,,restaurant
King's Wok,40.7601756,-73.907416,chinese,,,,,,,restaurant,,,restaurant
China Pagoda,40.7608858,-73.9089094,chinese,,,,30th Avenue,47-20,,restaurant,,,restaurant
Vinnies Pizzeria,40.7188705,-73.9567925,pizza,+1-718-782-7078,https://www.vinniesbrooklyn.com/,Su-Th 11:30-24:00; Fr-Sa 11:30-03:00,Bedford Avenue,148,Brooklyn,restaurant,,,restaurant
Akino,40.7412432,-73.8812978,,+1 718 779 8280,,,Broadway,82-80,Elmhurst,restaurant,,,restaurant
Pho Bang Elmhurst,40.7413022,-73.8805708,,,,,Broadway,83-90,,restaurant,,,restaurant
Five Loaves and Two Fishes,40.741362,-73.8813603,,,,,,,,restaurant,,,restaurant
Pulau Pinang,40.7411855,-73.8812777,,,,,Broadway,82-84,,restaurant,,,restaurant
Thai Son,40.7464154,-73.8916397,vietnamese,,,,,,,restaurant,,,restaurant
Chung Ki Wa,40.746521,-73.8916022,asian,,,,,,,restaurant,,,restaurant
Taiwanese Gourmet,40.7398474,-73.8786364,"chinese, taiwanese, asian",(718) 429-4818,https://www.yelp.com/biz/taiwanese-gourmet-elmhurst-4,Mo-Su 11:00-22:00,Broadway,8402,Elmhurst,restaurant,,,restaurant
Lin Taiwanese Cuisine,40.739823,-73.8786256,,,,Mo-Su 11:00-02:00,,,,restaurant,,,restaurant
Alice,40.7370855,-73.9986335,,,,,West 13th Street,126,,restaurant,,,restaurant
Riverdale Steak House,40.9067078,-73.9038786,steak_house,,,,Riverdale Avenue,5700,Bronx,restaurant,,,restaurant
Greentree,40.9067767,-73.9043507,,,,,Riverdale Avenue,,Bronx,restaurant,,,restaurant
Mezze on the River,40.7113206,-74.0178328,,,,,,,,restaurant,,,restaurant
Rincón Melania,40.74475,-73.929014,ecuadorian,+1 718-361-1905,https://rinconmelanianyc.com/,"Mo-Th, Su 10:00-19:45; Fr, Sa 10:00-22:00",Queens Boulevard,35-11,,restaurant,,,restaurant
Tangra Asian Fusion,40.744228,-73.924884,asian,+1 718-786-8181,https://www.tangrafusionnyc.com/,"Fr, Sa 13:00-00:00; Mo-Th, Su 13:00-23:00",Queens Boulevard,39-23,,restaurant,,,restaurant
Philomena's Pizza,40.7433564,-73.9229731,pizza,+1 718-225-1778,https://www.philomenasqueens.com/,"We, Th 16:00-21:00; Fr 16:00-22:00; Sa 13:00-22:00; Su 13:00-21:00",Queens Boulevard,41-16,New York,restaurant,,,restaurant
Hei Tiki,40.760433,-73.922418,sushi,,,,,,,restaurant,,,restaurant
Taco Tumba,40.763681,-73.915422,,,,,,,,restaurant,,,restaurant
P.J. Clarke's,40.7137763,-74.0161159,american,+12122851500,https://pjclarkes.com/location/on-the-hudson/,Mo-Fr 11:30-22:00; Sa-Su 11:30-21:00,Vesey Street,250,New York,restaurant,,,restaurant
Mamajuana Cafe,40.8664492,-73.9280511,,+1-212-304-0140,http://mamajuanacafenyc.com/,Mo-Th 15:00-01:00; Fr 15:00-04:00; Sa 11:00-04:00; Su 11:00-02:00,Dyckman Street,247,New York,restaurant,,,restaurant
Mermaid Inn,40.7797955,-73.9768031,seafood,,,,Columbus Avenue,335,New York,restaurant,,,restaurant
Bonchon Chicken,40.7474363,-73.9850203,"chicken, korean, sushi",,,,5th Avenue,525,New York,restaurant,Bonchon Chicken,,restaurant
LOVE Korean BBQ,40.7471688,-73.9852137,"chicken, korean",+1-646-669-8147,https://lovekoreanbbq.com/,,5th Avenue,319,New York,restaurant,,,restaurant
Pappardella,40.7793384,-73.9776644,italian,+1 212 595 7996,https://www.pappardella.com/,,Columbus Avenue,316,New York,restaurant,,,restaurant
The Smith,40.7716005,-73.9818679,american,+1-212-496-5700,https://thesmithrestaurant.com/,Mo-Th 07:30-00:00; Fr 07:30-01:00; Sa 09:00-01:00; Su 09:00-00:00,Broadway,1900,New York,restaurant,,,restaurant
Trattoria iL Gusto,40.7892574,-73.9698327,italian,+1-212-579-7970,https://ilgustowinebar.com,Mo-Th 16:00-22:00; Fr 16:00-22:30; Sa 12:00-22:30; Su 12:00-22:00,Columbus Avenue,625,New York,restaurant,,,restaurant
Ozu,40.697427,-73.9932715,japanese,+1-718-797-3288,http://www.ozu78.com/,Mo-Su 12:00-22:00,Clark Street,78,,restaurant,,,restaurant
Clark's Restaurant,40.6974068,-73.9931992,american,+1-718-855-5484,https://www.clarksdiner.com,Mo-Sa 08:00-20:00; Su 08:00-15:00,Clark Street,80,,restaurant,,,restaurant
Saba's Pizza,40.7832708,-73.9779816,pizza,+1-212-787-1118,http://www.sabaspizzanyc.com,,Amsterdam Avenue,403,New York,restaurant,,,restaurant
West Side Wok & Konata Sushi,40.7923619,-73.9713503,"chinese, sushi",+1-212-222-2373,https://www.westsidewok.com,"Mo-Th, Su; 11:00-23:00; Fr 11:00-15:00",Amsterdam Avenue,691,New York,restaurant,,,restaurant
Kouzan,40.7921778,-73.9714835,japanese,+1-212-280-8099,https://www.kouzanny.com/,Mo-Su 11:30-23:30,Amsterdam Avenue,685,New York,restaurant,,,restaurant
Spice,40.7842712,-73.9772503,thai,,https://www.spicethainyc.com/,,Amsterdam Avenue,435,New York,restaurant,,,restaurant
WAU,40.7844415,-73.9776143,malaysian,+1-917-261-5926,https://waunyc.com,"Mo-Th 12:00-15:30, 17:00-22:00; Fr 12:00-15:30, 17:00-22:30; Sa 12:00-22:30; Su 12:00-21:30",Amsterdam Avenue,434,New York,restaurant,,,restaurant
Outback Steakhouse,40.742262,-73.991796,"american, steak",,,,,,,restaurant,Outback Steakhouse,,restaurant
Rudraks,40.7930225,-73.9713526,indian,+1-212-222-4800,,"Mo-Th, Su 11:30-22:30; Fr-Sa 11:00-23:00",Amsterdam Avenue,706,New York,restaurant,,,restaurant
Pio Pio,40.7929325,-73.97142,peruvian,+1 212 665-3000,https://www.piopio.com/locations/upper_west_side.html,Su-Th 11:00-23:00; Fr-Sa 11:00-24:00,Amsterdam Avenue,702,New York,restaurant,,,restaurant
Jing Fong Restaurant,40.7827246,-73.9789347,,+1 646-678-5511,https://jingfongny.com,"Mo-Fr 11:00-15:00,17:00-21:30; Sa 11:00-22:30; Su 11:00-21:30",Amsterdam Avenue,380,New York,restaurant,,,restaurant
Haru Sushi,40.7841916,-73.9773072,japanese,+1-212-579-5655,https://www.harusushi.com/location/newyork_amsterdamave,Mo 17:00-23:00; Tu-Fr 17:00-24:00; Sa 12:30-24:00; Su 12:30-23:00,Amsterdam Avenue,433,New York,restaurant,,,restaurant
Bohemian Spirit Restaurant,40.769058,-73.9565904,"czech, brunch",+1 212-861-1038,https://bohemianspiritrestaurant.com/,"Mo 17:00-22:00; Tu-Fr 17:00-23:00; Sa 11:00-15:00, 17:00-23:00; Su 11:00-15:00, 17:00-22:00",East 73rd Street,321,,restaurant,,,restaurant
Del Frisco's Double Eagle Steakhouse,40.7593243,-73.9816604,steak_house,+1 212-575-5129,https://delfriscos.com/steakhouse/new-york/,Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 16:00-23:00; Su 16:00-22:00,6th Avenue,1221,,restaurant,Del Frisco's Double Eagle Steakhouse,Landry's,restaurant
Luanne's,40.6896097,-73.9698285,asian,+1-718-638-8868,http://www.luanneswildgingernyc.com,,,,,restaurant,,,restaurant
Parkside Lounge,40.7210809,-73.9832025,,(212) 673-6270,https://www.parksidelounge.net/,Su-Mo 12:00-04:00,East Houston Street,317,New York,restaurant,,,restaurant
Bobby Van's,40.7061255,-74.0110467,,,,,,,,restaurant,,,restaurant
Bombay Cuisine,40.7034829,-74.011087,indian,,,,,,,restaurant,,,restaurant
Giardino D'Oro,40.7074557,-74.0072562,italian,+1 212-514-6400,https://giardinodoro.com,"Mo-Fr 12:00-15:00, 17:00-22:00; Sa 17:00-22:00",Gold Street,5,New York,restaurant,,,restaurant
Chinah,40.7069584,-74.0072664,chinese,,https://chinah.kitchen,Mo-Fr 11:00-21:00,Maiden Lane,100,,restaurant,,,restaurant
Blue Ribbon Sushi Bar & Grill,40.7079524,-74.0078296,sushi,,,,William Street,84,,restaurant,,,restaurant
Raj's Indian Kitchen,40.7089962,-74.0090796,indian,+1-646-559-2322,,,Nassau Street,53,New York,restaurant,,,restaurant
Cipriani,40.7061385,-74.0093922,,,,,Wall Street,55,,restaurant,,,restaurant
Nikoniko Sushi Bowl,40.7055979,-74.0077325,japanese,,,,,,,restaurant,,,restaurant
Taste of Tokyo,40.7051087,-74.0096903,japanese,+1-212-809-4711,https://www.tasteoftokyony.com,"Mo-Fr 11:00-15:30,17:00-21:45; Su 17:00-21:30",Beaver Street,60,,restaurant,,,restaurant
Centric,40.7052024,-74.0080678,,(212) 590-1234,http://www.urbanspoon.com/cities/3-new-york/restaurants/1890823-dina-rata/menu,,Wall Street,75,New York,restaurant,,,restaurant
Lobster Place,40.7424674,-74.005715,seafood,,https://lobsterplace.com/,Mo-Sa 09:30-21:00; Su 10:00-20:00,,,,restaurant,,,restaurant
Wall Street Grill,40.704892,-74.0085955,,,,,,,,restaurant,,,restaurant
Delmonico's,40.705042,-74.0102055,steak_house,+12125091144,http://www.delmonicosny.com,Mo-Fr 11:30-22:00; Sa 17:00-22:00,Beaver Street,56,,restaurant,,,restaurant
Hale & Hearty Soup,40.7051928,-74.0109499,,,,,,,,restaurant,,,restaurant
Harry's,40.7046606,-74.0097725,steak_house,,https://www.harrysnyc.com,We-Sa 12:00-24:00; Su 12:00-23:00,,,,restaurant,,,restaurant
Joseph's Ristorante,40.7048541,-74.0095999,italian,+1-212-747-1300,https://www.josephsnyc.com,Mo-Fr 12:00-22:00,Hanover Square,3,,restaurant,,,restaurant
Lenwich,40.7047709,-74.0088362,"breakfast, sandwich",+1-212-385-2828,https://www.lenwich.com/location/financial-district-hanover/,Mo-Fr 08:00-16:00; Sa-Su off,Hanover Square,10,New York,restaurant,,,restaurant
The Original Soupman,40.7046731,-74.0089587,,,,,,,,restaurant,,,restaurant
Garden Carver,40.7143802,-73.9606917,,,,,Grand Street,187,Brooklyn,restaurant,,,restaurant
LA Burrito,40.7140469,-73.9614532,mexican,,,,Bedford Avenue,,Brooklyn,restaurant,,,restaurant
Noods n' Chill,40.7119172,-73.9611898,thai,,https://www.plantlovehouse.com/noods-n-chill-williamsburg,,Driggs Avenue,774,,restaurant,,,restaurant
Simple Cafe,40.7124197,-73.9627821,,,https://www.simplecafenyc.com/,,Bedford Avenue,346,Brooklyn,restaurant,,,restaurant
ROKA Modern Mediterranean,40.711957,-73.9627446,mediterranean,+1-347-599-0313,https://www.rokamediterranean.com/,"Mo-Fr 10:00-22:00, Sa-Su 11:00-22:00",Bedford Avenue,349,Brooklyn,restaurant,,,restaurant
Abracadabra,40.7120324,-73.9627025,turkish,+1 (347) 844-9157,http://abracadabrabrooklyn.com/,,Bedford Avenue,347,Brooklyn,restaurant,,,restaurant
Village Square Pizza,40.7923725,-73.9738366,pizza,+1-212-901-3719,https://villagesquarepizzanyc.com/,,Broadway,2479,New York,restaurant,,,restaurant
Namkeen,40.7128479,-73.962479,"pakistani, fried_chicken",+1-347-658-3383,https://www.eatnamkeen.com/,"Mo-Th 12:00-23:00, Fr-Sa 12:00-24:00, Su 12:00-23:00",Bedford Avenue,338,Brooklyn,restaurant,,,restaurant
Randolph Bar and Restaurant,40.7119483,-73.9634982,tapas,,,,,,,restaurant,,,restaurant
Jean-Georges,40.7689698,-73.9816665,french,+1-212-299-3900,https://www.jean-georges.com/restaurants/united-states/new-york/jean-georges,Mo-Su 11:45-14:30; Mo-Th 17:30-23:00; Fr-Sa 17:00-23:00; Su 17:30-22:30,Central Park West,1,New York,restaurant,,,restaurant
Gallo Nero,40.7598127,-73.9921572,italian,,,,,,,restaurant,,,restaurant
Gen,40.6776233,-73.9635646,japanese,+1-718-398-3550,,,Washington Avenue,659,,restaurant,,,restaurant
Tavern on Jane,40.7382471,-74.0042816,american,,https://tavernonjane.com/,,8th Avenue,31,New York,restaurant,,,restaurant
maman,40.7328961,-73.9934793,,,,"Mo-Fr 07:30-18:00; Sa,Su 08:00-18:00",University Place,67,New York,restaurant,,,restaurant
Sereneco,40.7300079,-73.9577527,,,,,,,,restaurant,,,restaurant
Paulie Gee's,40.7296588,-73.9584608,pizza,3479873747,www.pauliegee.com,,Greenpoint Avenue,,Brooklyn,restaurant,,,restaurant
Marseille,40.7597501,-73.991404,french,,https://marseillenyc.com/,,9th Avenue,630,New York,restaurant,,,restaurant
Westway Diner,40.7594365,-73.9916409,,,www.westwaydinernyc.com/,,9th Avenue,614,New York,restaurant,,,restaurant
Mama Mia 44SW,40.75972,-73.9919266,italian,,www.44southwest.com/,,9th Avenue,621,New York,restaurant,,,restaurant
Olive Valley,40.7051843,-73.9333832,,,,,Bogart Street,,Brooklyn,restaurant,,,restaurant
Shinobi Ramen,40.7056811,-73.9322419,,,,,,,,restaurant,,,restaurant
Austin Ale House,40.7094487,-73.8301184,american,,https://www.austinsteakandalehouse.com/,,Austin Street,82-70,Kew Gardens,restaurant,,,restaurant
Dani's House of Pizza,40.7089384,-73.8305368,pizza,+1-718-846-2849,https://www.danishouseofpizza.com/,Mo-Su 13:00-23:00,Lefferts Boulevard,81-28,Kew Gardens,restaurant,,,restaurant
The Village Diner,40.7078055,-73.8311961,,+1-718-850-3787,,,Lefferts Boulevard,81-74,Kew Gardens,restaurant,,,restaurant
Shanghai Lee,40.7318079,-73.9580677,chinese,+1-718-349-6716,,"Mo,We-Su 12:00-22:00",,,,restaurant,,,restaurant
Calexico,40.724188,-73.9511746,mexican,+1 347-763-2129,https://www.calexico.com/location/greenpoint/,11:30-22:00,Manhattan Avenue,645,,restaurant,,,restaurant
The Lobster Joint,40.7354045,-73.9552629,,,,,,,,restaurant,,,restaurant
Gramercy Cafe,40.759015,-73.9187469,diner,+1 917-745-0713,,,Steinway Street,31-91,Astoria,restaurant,,,restaurant
The Castello Plan,40.6403441,-73.9666854,,+1-718-856-8888,https://thecastelloplan.com/,,Cortelyou Road,1213,Brooklyn,restaurant,,,restaurant
Elder Greene,40.7307172,-73.957596,american,,https://eldergreene.com/,,Franklin Street,160,Brooklyn,restaurant,,,restaurant
Vamos al Tequila,40.7307935,-73.9576081,mexican,,,,,,,restaurant,,,restaurant
Cozinha Latina,40.7298686,-73.9590216,brazilian,,,,Greenpoint Avenue,37,Brooklyn,restaurant,,,restaurant
Fumo,40.8028091,-73.9680501,italian,+1-646-822-2921,https://www.fumorestaurant.com/location/fumo-upper-west-side/,Su-Th 11:00-22:00; Fr-Sa 11:00-23:00,Broadway,2791,New York,restaurant,,,restaurant
The Laurels,40.7325595,-73.9850445,mediterranean,+1-646-398-9002,https://thelaurelsnyc.com,"Mo 15:00-02:00, Tu-We 10:00-02:00, Th-Sa 10:00-04:00, Su 10:00-02:00",2nd Avenue,231,New York,restaurant,,,restaurant
IHOP,40.732808,-73.9855592,"breakfast, pancake",+1 212-388-1499,https://restaurants.ihop.com/en-us/ny/new-york/breakfast-235-e-14th-st-237-3357,24/7,East 14th Street,235,New York,restaurant,IHOP,,restaurant
Thai Terminal,40.7302647,-73.9838635,thai,,,Mo-Th 12:00-22:15; Fr-Su 12:00-22:30,East 12th Street,349,,restaurant,,,restaurant
Mokyo,40.7271582,-73.9839133,japanese,,,Mo-Su 17:00-23:00,Saint Marks Place,109,,restaurant,,,restaurant
Burger Heaven,40.7601912,-73.9749707,burger,,https://www.burgerheaven.com/,,East 53rd Street,9,,restaurant,,,restaurant
Hungry Burrito,40.7216427,-73.9382913,mexican,,,,Beadel Street,,Brooklyn,restaurant,,,restaurant
Gennaro,40.7916482,-73.9718511,italian,+1 212-665-5348,http://www.gennaronyc.com,Mo-Th 17:00-22:30; Fr-Sa 17:00-23:00,Amsterdam Avenue,665,New York,restaurant,,,restaurant
Mido,40.7900622,-73.9735109,japanese,+1-212-877-0033,https://www.midojapanese.com,Mo-Su 12:00-22:00,Amsterdam Avenue,612,New York,restaurant,,,restaurant
French Roast,40.7876494,-73.9767024,,+1-212-799-1533,https://www.frenchroastnyc.com/,Mo-Tu 09:00-22:00; Fr 09:00-23:00; Sa 08:00-23:00; Su 08:00-22:00,Broadway,2340,New York,restaurant,,,restaurant
,40.7895324,-73.9739061,,,,,Amsterdam Avenue,592,New York,restaurant,,,restaurant
Poulet Sans Tête,40.7894731,-73.9739492,french,+1-212-405-4105,https://www.pouletsanstete.com/location/poulet-sans-tete-upper-west-side/,Mo-Su 12:00-21:00,Amsterdam Avenue,590,New York,restaurant,,,restaurant
Crema,40.7396323,-73.996068,,,,,,,,restaurant,,,restaurant
da Umberto,40.7395688,-73.9959132,,,,,,,,restaurant,,,restaurant
Chote Nawab,40.7424809,-73.982394,indian,+1-212-679-4603,https://www.chotenawabnyc.com/,"Mo-Th 11:30-15:00,17:00-23:00; Fr-Sa 11:30-15:00,17:00-24:00; Su 11:30-15:00,17:00-22:30",Lexington Avenue,,,restaurant,,,restaurant
Haandi,40.7424095,-73.9824519,indian,,http://www.haandinyc.com/,,Lexington Avenue,113,New York,restaurant,,,restaurant
Diner 24,40.7381852,-73.9833938,diner,+1-646-852-6921,https://diner24nyc.com,24/7; 2024 May 16-23: 12:00-24:00; 2024 May 27-30: 12:00-24:00,3rd Avenue,283,,restaurant,,,restaurant
Fred's,40.7856847,-73.9767189,,,https://www.fredsnyc.com/,"Mo-Th 17:00-23:00; Fr, Sa 17:00-24:00; Su 17:00-23:00",Amsterdam Avenue,476,New York,restaurant,,,restaurant
Cafe Joul,40.7585693,-73.9625656,french,+1 212-759-3131,,,1st Avenue,1070,New York,restaurant,,,restaurant
Tripoli,40.6901272,-73.9946122,lebanese,+1-718-596-5800,https://www.tripolirestaurant.com/,,Atlantic Avenue,156,,restaurant,,,restaurant
Barn Joo Nomad,40.7460666,-73.9902685,korean,+1-917-409-1637,https://www.barnjoonomad.com,,Avenue Of The Americas,816,,restaurant,,,restaurant
Izumi,40.7468975,-73.9922271,sushi,,http://www.izumisushiny.com/,,West 28th Street,139,New York,restaurant,,,restaurant
Marlow Bistro,40.802903,-73.9641533,italian,+12126629020,https://www.marlowbistro.com/,,Amsterdam Avenue,1018,New York,restaurant,,,restaurant
Carmine's,40.7911041,-73.9740198,italian,+12123622200,https://www.carminesnyc.com/locations/upper-west-side,Su-Th 11:30-22:00; Fr-Sa 11:30-23:00,Broadway,2450,New York,restaurant,,,restaurant
Smoke Jazz & Supper Club,40.8011187,-73.9682057,american,+1-212-864-6662,https://www.smokejazz.com/,We-Su 17:00-24:00,Broadway,2751,New York,restaurant,,,restaurant
Felice,40.6951317,-73.9960575,italian,+1-718-475-9877,https://www.felicerestaurants.com/felice-montague,Mo-Fr 12:00-22:00; Sa-Su 11:00-22:00,Montague Street,84,Brooklyn,restaurant,,,restaurant
Hell's Kitchen,40.7566987,-73.9941361,mediterranean,2129474208,https://www.hkhellskitchen.com/,,9th Avenue,523,New York,restaurant,,,restaurant
Fresh Tortillas,40.7070249,-73.8344761,mexican,+17188507766,,Mo-Th 11:00-22:25; Fr-Sa 11:00-23:30; Su 12:00-22:25,Metropolitan Avenue,118-19,,restaurant,,,restaurant
The Hummus & Pita Co.,40.7391381,-73.9957765,,,,,,,,restaurant,,,restaurant
J's Pizza,40.7398784,-73.9989355,,,,,,,,restaurant,,,restaurant
Ponte's,40.723424,-74.0104811,italian,,,,Desbrosses Street,39,New York,restaurant,,,restaurant
M-Thai,40.744378,-73.9988791,thai,+1 212 229-9799,www.M-Thainyc.com,,8th Avenue,232,New York,restaurant,,,restaurant
Good Enough To Eat,40.7859964,-73.9727711,american,,http://goodenoughtoeat.com/,,Columbus Avenue,520,New York,restaurant,,,restaurant
Bareburger,40.6891983,-73.9924258,burger,+1-347-529-6673,https://order.bareburger.com/bareburger-court-street/menu,,Court Street,149,,restaurant,,,restaurant
Kashmir 9,40.7549873,-73.9948837,pakistani,,,Mo-Su 10:00-17:00,9th Avenue,478,,restaurant,,,restaurant
Bombay Tandoori,40.7546155,-73.9949991,,,,,,,,restaurant,,,restaurant
Marco Polo Ristorante,40.6822378,-73.9957916,italian,+1-718-852-5015,https://www.marcopoloristorante.com/,,Court Street,345,Brooklyn,restaurant,,,restaurant
North Square,40.7323868,-73.9986529,"american, brunch",+1-212-254-1200,https://northsquareny.com,"Mo-Sa 07:15-11:00,12:00-15:30,17:00-23:30; Su 07:15-11:00,12:00-15:30,17:00-23:00",,,,restaurant,,,restaurant
Waverly Diner,40.7331105,-74.0001672,diner,+1-212-675-3181,https://waverlydiner.com,Su-We 07:00-23:00; Th 07:00-24:00; Fr-Sa 07:00-01:00,6th Avenue,385,,restaurant,,,restaurant
Chelsea Square Restaurant,40.7462866,-74.0012226,diner,+1-212-691-5400,,24/7,,,,restaurant,,,restaurant
Moran's,40.7452438,-74.0056781,american,,http://www.moransrestaurant.com/,,10th Avenue,146,New York,restaurant,,,restaurant
Donnatella,40.742976,-73.9998997,pizza,,http://donatellanyc.com/,Tu-We 12:00-22:00; Th-Sa 12:00-23:00; Su 12:00-22:00,8th Avenue,184,New York,restaurant,,,restaurant
Shaffer’s,40.7420517,-74.001097,,,https://shaffersnyc.com/,Mo-Tu 15:00-00:00; We-Fr 12:00-02:00; Sa-Su 11:00-02:00,8th Avenue,151,New York,restaurant,,,restaurant
Grand Sichuan Eastern,40.7425418,-74.0002463,chinese,,,,8th Avenue,172,New York,restaurant,,,restaurant
LOULOU,40.7426738,-74.0001725,,+1-212-337-9577,https://www.loulounyc.com/,Mo-Th 11:00-00:00; Fr-Su 10:00-00:00,8th Avenue,176,New York,restaurant,,,restaurant
Lasagna Ristorante,40.7432349,-73.9997149,italian,+1-212-242-4551,https://lasagnarestaurantchelsea.com,,8th Avenue,196,New York,restaurant,,,restaurant
Da Andrea,40.7420719,-74.0006086,italian,+1 212-354-5971,,,8th Avenue,160,New York,restaurant,,,restaurant
Rocking Horse Cafe,40.7429148,-73.9999442,mexican,,http://rockinghorsecafe.com/,,8th Avenue,182,New York,restaurant,,,restaurant
Dim Sum Chelsea,40.7446356,-73.9986916,,,,,8th Avenue,236,New York,restaurant,,,restaurant
$1 Pizza,40.7462136,-73.9975429,pizza,,,,8th Avenue,288,New York,restaurant,,,restaurant
